item_id,sentiment,SentimentSource,SentimentText
685,-0.138,Land Securities,Land Securities warns of rent rises
686,0.363,Glencore,Glencore shares hit 3-month high after refinancing key credit line
687,-0.808,Royal Bank of Scotland Group plc,RBS becomes a shadow of its former self
688,0.357,Sainsbury's,Sir Ken Morrison has taken a Â£6m stake in rival Sainsbury's
689,0.261,Barclays,Barclays Bonds Rise as Lender Cuts Dividends to Shore Up Capital
690,0.446,Pearson,UPDATE 1-Pearson expects to grow this year after solid end to 2014
691,0.583,AstraZeneca,AstraZeneca Acquires ZS Pharma in $2.7 Billion Deal
692,0.443,Friends Life,Market Report: Aviva tops the market as traders approve of its choice of Friends
693,0.7010000000000001,Admiral Group plc,Admiral and Schroders lift FTSE with profits surge
694,0.295,Tesco PLC,Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame
695,0.432,CRH,UK's FTSE hits new record highs as CRH climbs
696,0.292,GlaxoSmithKline,GlaxoSmithKline set to complete $20 billion Novartis asset swap next week
697,-0.134,Shell,Shell share price: Standard Life announce position against BG acquisition
698,0.213,Bank BPH,GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank
699,0.544,Tullow Oil,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb"
700,-0.625,Barclays,MarketsMoneysupermarket slides 11% on Barclays Brexit warning
701,0.18,BP,"Can Standard Chartered PLC, BP plc & Burberry Group plc Keep Charging?"
702,-0.158,Sainsbury's,Can Christmas Save Sainsbury's plc And Tesco plc?
703,-0.434,HSBC,HSBC Says Unit to Book $585 Million Charge on Settlement
704,0.522,Dixons Carphone,FTSE boosted by Dixons Carphone with Fed in focus
705,0.552,Standard Life,Standard Life impresses as fee-based products offset annuities slump
706,0.135,Home Retail Group,CompaniesHome Retail trims gains but is considered 'in play'
707,0.046,Intertek Group,Intertek Group announces strategic update outlining its plan
708,-0.381,Valeant Pharmaceuticals International,Valeant CEO Pledges to Heed Critics After `Painful' Experience
709,0.275,Hammerson,Industry NewsHammerson joint venture buys Dublin loan portfolio
710,0.233,Sanofi,AstraZeneca sells Caprelsa rights to Sanofi unit
711,-0.32,BP,Greenpeace Protest of BP Forces British Museum to Close
712,0.232,L&G,"L&G fund arm, Nikko Asset Management sign bond fund distribution deal"
713,0.429,SABMiller,UPDATE 2-Pricey beers lift SABMiller's quarterly underlying sales
714,-0.147,Standard Chartered PLC,"Insight - Britain's bank tax jump threatens to push HSBC, StanChart to new home"
3,-0.374,Royal Mail,Royal Mail chairman Donald Brydon set to step down
716,0.242,AstraZeneca,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug
717,-0.293,Prudential,Prudential shares halted in Hong Kong pending announcement
718,0.364,AB InBev,"CompaniesPound to boost ABF for now, but mixed impact ahead"
719,0.294,Statoil,"EU drops Shell, BP, Statoil from ethanol benchmark investigation"
720,0.776,Acerta,AstraZeneca chases Acerta to secure next cancer drug winner
721,0.14300000000000002,AstraZeneca,"FDA panel backs safety updates for AstraZeneca, Takeda drugs"
722,0.395,Barclays,Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today
723,0.493,BBCN Bancorp,BBCN Bancorp to buy Wilshire Bancorp in $1 bln deal
724,-0.639,BP,Payout from BP oil spill settlement tops $5 billion
725,0.002,Towergate,RSA Insurance Hires Towergate's Egan as Chief Financial Officer
726,0.46,Apple,"Berkshire Bought Apple Stake at $99.49 a Share, Filing Shows"
727,0.8140000000000001,Glencore,Sainsbury's and Glencore give FTSE a three-digit lift - London Report
728,-0.604,BHP Billiton,BHP Billiton drags FTSE lower after slashing dividend
729,0.037,Glencore,Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil
730,0.28700000000000003,Unilever,Unilever returns to Cuba in joint venture with state
731,0.152,Glencore,Deals Help Shrink Glencore's Mountain of Debt
732,0.456,Sainsbury's,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ..."
733,-0.537,Lloyds,British taxpayers' stake in Lloyds falls below 22 percent
734,-0.338,Primark,Fears Primark growth is starting to falter
735,0.674,CRH,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb"
736,0.25,Facebook,Royal Bank of Scotland becomes Facebook customer
737,0.022,Aberdeen Asset Management,MOVES-Ex-shadow minister McClymont joins Aberdeen Asset Management
738,0.324,Aviva plc,"Are Aviva plc, Direct Line Insurance Group PLC And Admiral Group plc Set To Soar?"
739,0.619,Morrisons,Morrisons and Debenhams surprise City with Christmas bounce back
740,0.402,Tesco PLC,"FTSE ends lower on weaker miners, Tesco outperforms"
741,-0.191,JP Morgan Chase,CompaniesCoutts raids JPMorgan Chase for new CEO
742,0.577,SABMiller,Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...
743,-0.542,Tesco PLC,Tesco share price down as grocer faces SFO investigation outcome
744,0.334,Sainsbury's,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury"
745,0.063,Domino's Pizza Group plc,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?"
746,0.317,Acerta,AstraZeneca share price: Acerta deal pays off with orphan drug status
747,0.373,Britvic,Cost savings help Robinsons maker Britvic to first-half profit
748,0.583,Tesco PLC,CompaniesTesco sends supermarket shares to top of FTSE
749,0.137,Diageo,"Diageo, Heineken Exchange Emerging-Market Brewing Assets"
750,-0.4,Shell,Protesters gather in Seattle to block access to Shell oil rig
751,0.34600000000000003,Aer Lingus,Passengers rise at EasyJet and Aer Lingus
752,0.66,Intertek Group,Intertek profit up 16.1%; expects to meet forecast
753,-0.401,Chevron,"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ..."
754,0.183,Tesco PLC,Tesco's boss knows which side his bread is buttered
755,-0.34,Barclays,UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber
756,0.093,GSK,GSK hopes big clinical trial can breath new life into lung drug
757,0.0,TUI AG,UPDATE: Peter Long To Be Chairman Of Both Royal Mail And TUI AG
758,-0.301,Standard Chartered PLC,Standard Chartered CEO Peter Sands to Resign After Unrest at Bank
759,-0.088,Travis Perkins,Industry NewsStrong results at Travis Perkins marred by plumbing impairment
760,0.30000000000000004,Rio Tinto,Mongolia and Rio Tinto agree $5bn Oyu Tolgoi mine expansion
761,0.551,AstraZeneca,AstraZeneca to Buy ZS Pharma for $2.7 Billion
762,0.107,Aviva plc,"Aviva plans to up pay-out ratio, says too soon to judge Brexit impact"
763,-0.28500000000000003,Royal Bank of Scotland Group plc,Reluctant shareholder George Osborne loses patience with RBS
764,-0.114,Cuadrilla,Cuadrilla and protesters await Lancashire fracking decision
765,-0.428,SABMiller,Currency causes full-year headaches for SABMiller
766,0.456,EasyJet,Beach holiday demand helps lift clouds for easyJet
767,0.273,ARM Holdings plc,ARM Holdings plc Partners With International Business Machines Corp. To Drive ...
768,-0.281,Deutsche Boerse,NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger
769,-0.499,Standard Chartered,"StanChart announces $5.1 billion capital-raising plan, posts Q3 loss"
770,0.5640000000000001,BT Group,BT Group's third quarter revenues rise as restructure unveiled
771,0.253,SSE,SSE share price: Peterhead station to supply voltage support to National Grid
772,0.025,Standard Chartered PLC,Insurer Old Mutual picks Standard Bank's Hemphill as new CEO
773,0.314,Berkshire Hathaway Inc.,Berkshire seeks to boost its Wells Fargo stake above 10 percent
774,-0.656,AstraZeneca,AstraZeneca's patent on asthma drug invalidated by US court
775,-0.468,Lloyds Banking Group PLC,Lloyds Bank Is Said to Face Potential Fine Over Handling of Insurance Complaints
776,0.114,Royal Bank of Scotland Group plc,Goodwin not to face Scottish prosecution over RBS
777,-0.434,Barclays,TOP NEWS: Barclays Profit Depressed By Foreign Exchange Provisions
778,0.066,Royal Bank of Scotland Group plc,RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights
779,0.124,Glencore,"Glencore 2014 profit in line, takes $1.1 billion charge on commodity prices"
780,-0.158,Morrisons,Morrisons share price: Group trading director departs as management cull ...
781,-0.154,Lloyds Banking Group PLC,Lloyds returns Â£13bn to UK taxpayer
782,-0.59,Weir Group,Weir leads FTSE lower after oil price profits warning
783,0.253,Lloyds Banking Group PLC,Retail focus helps to shield Lloyds from banking chill
784,0.149,Royal Bank of Scotland Group plc,UPDATE 1-RBS raising $3.1 billion through issue of CoCo bonds
785,0.459,Sports Direct,Retailers Kingfisher and Sports Direct rise in Britain's share index
786,0.262,Rio Tinto,UPDATE 1-Rio Tinto to sell aluminium assets in $1 bln deal -paper
787,0.21,EasyJet,EasyJet attracts more passengers in June but still lags Ryanair
788,0.155,FastJet,"FastJet slams EasyJet founder Stelios for going public, is ""taking legal advice"" over letter about contractual ..."
789,-0.811,Barclays,Barclays fined for anti-money-laundering failings
790,0.402,Shire,CORRECTED-Shire to buy Dyax for about $5.9 bln
791,-0.242,Statoil,"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack"
792,-0.427,ITV,ITV shares dip after update
793,0.23900000000000002,Statoil,"Centrica extends gas deals with Gazprom, Statoil"
794,0.434,Glencore,Glencore shares enjoy bounce-back after Hong Kong-led surge
795,-0.261,BP,Ruling sets lower limit on potential fine for BP
796,-0.596,Sports Direct,Sports Direct Shares Tumble as Founder Ashley Sells Shares
797,-0.196,ExxonMobil,Shell challenges Exxon dominance with 47 billion-pound bid for BG
798,-0.272,United Spirits,Diageo receives reports from United Spirits on financial irregularities involving ...
799,-0.39,Experian,Credit checker Experian reports fall in full-year profit
800,0.022,Old Mutual,Insurer Old Mutual picks Standard Bank's Hemphill as new CEO
801,-0.724,Barclays,Barclays reports 8% fall in annual profits
802,0.47600000000000003,Teva,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug
803,0.40800000000000003,Rival National Grid plc,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?)
804,-0.789,Chipotle,Chipotle Sales Plunge as Troubled Chain Gets Federal Subpoena
805,0.193,Shell,Shell offers 50 percent premium to buy BG for $70 billion
806,0.137,Morrisons,Morrisons share price: Founder's son to assist CEO with turnaround
807,0.418,GSK,UPDATE 1-EU regulator backs approval for GSK injectable asthma drug
808,0.234,Sainsbury's,Sainsbury sells unit to LloydsPharmacy
809,-0.329,Barclays,Former Barclays traders stand trial in Libor case
810,0.719,Tesco PLC,Tesco share price jumps as Q3 sales top estimates
811,0.308,SABMiller,"South Africa approves SABMiller, Coke bottling deal with conditions"
812,0.34500000000000003,Shire,CompaniesActelion shares hit record on Shire takeover talk
813,-0.381,Aggreko,UPDATE: Aggreko Interim Profit Drops As It Undertakes Restructuring
814,-0.536,HSBC,"HSBC, Standard Chartered Lead Asia Bank Rout as U.K. Votes 'Out'"
815,-0.812,Standard Chartered PLC,Standard Chartered's Shares Plunge 7% After Fitch Downgrade
816,-0.438,Standard Chartered PLC,Standard Chartered Misses Estimates in Sands's Last Results
817,-0.074,HSBC,"HSBC shakes up board with two new business chiefs, three departures"
818,-0.458,Sky,Britain's FTSE slips from 2016 high as Sky falls
819,0.31,BHP Billiton,BHP Billiton to lower copper production costs
820,0.274,Glencore,Glencore Sells Shares to Raise $2.5 Billion and Reduce Debt
821,-0.666,Smith & Nephew,CompaniesSmith & Nephew flops 6.8% to foot of FTSE 100
822,-0.152,Philip Morris,"Philip Morris, BAT Sue Over Law Taking Branding Off Packs"
823,0.20700000000000002,Asahi,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale
824,-0.5660000000000001,Berkshire Hathaway Inc.,Buffett's Company Reports 37 Percent Drop in 2Q Earnings
825,-0.588,BP,BP Judge Urged to Impose $11.7 Billion-Plus Spill Fine
826,0.89,RBI,RBI surprises Street; Sensex pares gains after hitting mount 30k
827,-0.046,Royal Mail,"Royal Mail needs to deliver on modernisation plans, post haste"
828,0.1,Barclays,Barclays CEO poaches risk head from JP Morgan
829,-0.251,Morrisons,"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ..."
830,-0.343,Clydesdale Bank,Clydesdale Bank H1 profits weighed down by PPI charge
831,0.258,Sanofi,UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln
832,0.0,Deutsche Bank,CompaniesDeutsche taps ex-StanChart executive for audit role
833,-0.05,Cuadrilla,Cuadrilla chief Francis Egan: Scaremongering fracking opponents make me angry
834,-0.266,Shell,Investors Remain Skeptical About Shell-BG Deal
835,0.333,Morrisons,Amazon to attack UK grocery market with Morrisons deal
836,0.34400000000000003,Barclays,Glencore tells investors it is on track to reduce debt: Barclays
837,-0.8290000000000001,Barclays,UPDATE 3-Barclays fined for lax crime checks in 'deal of century'
838,-0.704,M&G Investments,Prudential hit by withdrawals from M&G investment arm
839,-0.379,Old Mutual,Old Mutual faces backlash over Â£9m chief exec payout plan
840,0.147,Barclays,Barclays backs new iPhone and Android app that lets users send each other money using a bitcoin network
841,0.198,Ennismore Group,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group
842,-0.532,Lloyds Banking Group PLC,Lloyds to cut 945 jobs as part of three-year restructuring strategy
843,0.0,Tesco,CommentOpening Quote: Tesco; Premier Foods jilted; FCA on IPOs
844,0.14,GlaxoSmithKline,Investor Woodford calls for outsider to head GlaxoSmithKline
845,-0.39,Randgold Resources,Randgold Resources third quarter profit slips despite record production
846,-0.719,Ashtead,News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank
847,-0.14,HSBC,"Goldman Sachs, Barclays, HSBC downplay Brexit threat"
848,-0.278,Royal Mail,UPDATE 1-UK to start selling remaining Royal Mail shares
849,0.245,Thetrainline.com,Companies Thetrainline.com announces arrival of London IPO
850,-0.6000000000000001,Hargreaves,Hargreaves weathers torrid ISA season and Brexit fears
851,-0.077,BP,PRESS: UK Government Would Oppose Any BP Takeover - FT
852,0.549,Land Securities,"Britain's FTSE gains, Land Securities up after dividend hike"
853,0.25,AstraZeneca,AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals
854,0.0,Royal Dutch Shell,What It Takes for Royal Dutch Shell to Break Even
855,0.581,Petrofac,Industry NewsPetrofac secures $250m North Sea contract
856,0.28700000000000003,Lloyds,"Lloyds Will Cut 640 Jobs, Close 23 Branches as Part of 2014 Plan"
857,-0.057,Royal Mail,Royal Mail turnaround proving expensive in tough UK market
858,0.28500000000000003,IHG,IHG agrees $938 sale of InterContinental Hong Kong
859,0.231,Barclays,Barclays Said to Shrink Bonus Pool to Less Than 2 Billion Pounds
860,0.302,Shire,Shire Offers to Buy Baxalta for $30 Billion
861,0.366,Tower Development,Crown Castle buys Tower Development Corp for $461 million
862,0.556,Standard Chartered PLC,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise
863,0.191,Shell,Norway's sovereign wealth fund says backed Shell CEO's pay
864,-0.31,Standard Life,MarketsProperty stocks under pressure after Standard Life fund move
865,-0.34,AB InBev,UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach
866,-0.896,BP,BP's fine for 2010 oil spill capped at $13.7 billion
867,-0.72,Petrofac,Oilfield services firm Petrofac's debt shoots up 50 per cent
868,0.516,Eli Lilly & Co,Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration
869,0.642,BG Group,FTSE 100 movers: BG Group leads the charge as resource stocks jump
870,0.277,Banco BPI,Spain's CaixaBank Expects To Close Deal For Banco BPI
871,-0.111,Royal Mail,Royal Mail share price: Postal service issues trading update
872,-0.492,Barclays,Barclays Said to Cut 150 at Investment Bank as McCormick Departs
873,0.278,Glencore,Glencore fight back over debt fears lifts shares
874,0.04,InBev,SAB's Chairman Digs In With Board Divided on InBev Offer
875,-0.251,National Grid,Britain facing winter of blackouts as National Grid warns of tightest power ...
876,0.23700000000000002,SABMiller,AB InBev approaches SABMiller to explore $250bn tie-up
877,0.198,Barclays,Barclays launches first 100% mortgages since crisis
878,0.096,EasyJet,Germanwings disaster will not affect image of budget air travel - easyJet
879,-0.661,Barclays,"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ..."
880,0.178,Bank of America,"After Barclays and Bank of America, Citigroup has blockchain in sight"
881,0.753,Morrisons,Early victory for new CEO as Morrisons beats forecasts
882,-0.456,Barclays,Barclays said to be cutting 150 investment bank jobs
883,0.078,Shell,Shell challenges Exxon dominance with 47 billion-pound bid for BG
884,0.099,British American Tobacco plc,"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?"
885,0.327,London Stock Exchange Group,London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse
886,0.41300000000000003,Uinilever,Unilever Finds Growth More Elusive as Sales Meet Estimates
887,0.704,Primark,Primark racks up a happy Christmas after strong sales
888,-0.599,Barclays,New York says Barclays not cooperating in 'dark pool' probe
889,0.332,Shire,"FDA approves NPS drug, in move validating Shire takeover deal"
890,-0.269,Royal Mail,Royal Mail share price edges lower as group raises stamp price
891,0.719,Sainsbury's,Sainsbury's and Glencore give FTSE a three-digit lift - London Report
892,-0.389,Tesco PLC,Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...
893,0.218,Standard Chartered PLC,Tata Steel working with StanChart for UK unit sale - source
894,-0.384,Diageo,Diageo offloads major wine interests
895,0.264,Glencore,Glencore Agrees to Sell Minority Stake in Agriculture Business
896,0.323,Diageo,Diageo sells wine businesses for 320m pounds
897,0.12,IAG,Breakingviews: IAG can pay more for Aer Lingus
898,-0.085,BP,UPDATE 1-UK government would oppose any takeover of BP -FT
899,-0.439,Aggreko,Australian mining slowdown hits Aggreko
900,0.0,Royal Dutch Shell,The sustainability of Royal Dutch Shell's dividend
901,0.0,Coutts,CompaniesCoutts raids JPMorgan Chase for new CEO
902,-0.324,EasyJet,Easyjet traffic hit by air traffic controller strikes and terrorism
903,-0.6890000000000001,Dixons Carphone,Dixons Carphone says cyber attack may have exposed customers' data
904,0.256,AB InBev,Stars aligned' for AB InBev's megabrew merger plan
905,-0.51,AstraZeneca,AstraZeneca's Good Deal Turns Bad
906,-0.357,Blinkbox,Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...
907,0.456,Tesco,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ..."
908,0.326,Primark,Primark plots expansion in US and Europe
909,-0.927,BP,BP shares tumble after $2.2bn fourth-quarter loss
910,-0.268,Aviva plc,Is Trouble Brewing At Legal & General Group Plc And Aviva plc?
911,-0.724,Berkshire Hathaway Inc.,Berkshire Hathaway's 4Q profit declines 17 percent
912,-0.805,Barclays,Ex-Barclays traders sentenced to up to six years' jail in Libor case
913,-0.462,BP,BP slashes capital spending by 20%
914,-0.75,Shell,Shell's profits hit by further slide in oil prices
915,0.259,The Coca-Cola Company,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever
916,0.292,AB InBev,Stars aligned' for AB InBev's megabrew merger plan
917,0.365,Tesco PLC,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m
918,-0.29,Lloyds Banking Group PLC,Lloyds is cutting more than 600 jobs and shutting 21 branches
919,-0.306,BP,Can BP Restore Its Lost Luster?
920,0.512,BHP Billiton,"Britain's FTSE steadies below record high, BHP gains"
921,-0.214,HSBC,"Insight - Britain's bank tax jump threatens to push HSBC, StanChart to new home"
922,0.0,Burberry Group plc,"Can Standard Chartered PLC, BP plc & Burberry Group plc Keep Charging?"
923,0.213,Sainsbury,Tesco Versus Sainsbury: Weight-Watcher vs. Bodybuilder
924,-0.24,AstraZeneca,Stakes High for AstraZeneca Heart Drug Facing Tough Competition
925,0.461,Integrated Silicon Solution,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution
926,0.332,Aer Lingus,Breakingviews: IAG can pay more for Aer Lingus
927,0.0,InterContinental Hotels Group,InterContinental Hotels denies exploring sale or merger
928,0.307,InBev,Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller
929,-0.392,Hargreaves Lansdown,Hargreaves Lansdown says first-quarter assets hit by stock market flux
930,0.2,Friends Life,Aviva Expects 1500 Jobs Cuts from Friends Life Deal
931,-0.07100000000000001,Prudential,CompaniesThiam received Â£5m pay packet for final months at Prudential
932,-0.338,BHP Billiton,"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn"
933,0.323,Royal Dutch Shell,Royal Dutch Shell Posts Rise in Earnings Despite Lower Oil Prices
934,0.335,Shell,Shell to Go Ahead With Petrochemical Plant in Pennsylvania
935,0.20600000000000002,AB InBev,AB InBev approaches SABMiller to explore $250bn tie-up
936,-0.047,Britvic,Sugar tax spurs Pepsi owner Britvic to change drinks recipes by 2020
937,-0.092,JP Morgan Chase,Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase
938,0.375,Philips,CompaniesPhilips transfers $900m of pension obligations
939,-0.5740000000000001,Barclays,Barclays in $13.75 million US settlement over mutual funds
940,0.371,Standard Life,Standard Life stands tall amid pension reform
941,0.33,Inovio,AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug
942,0.296,NPS,Shire to buy NPS for $5.2 billion to boost rare disease drugs
943,0.558,Shell,Shell profit rises as company resist oil slump
944,0.47400000000000003,3i,FTSE ends higher; 3i Group leads after strong earnings
945,-0.41400000000000003,EasyJet,"FTSE falls to 3-month low on Greek debt concerns, easyJet skids"
946,-0.353,Severn Trent,Companies Severn Trent expects costs hit from inflation
947,-0.331,Glencore,Glencore blames rivals for creating metals glut
948,0.28300000000000003,EasyJet,U.K. Shares Extend Rebound for Second Day as EasyJet Surges
949,0.012,Financial Times,PRESS: Pearson Set To Announce Sale Of Financial Times - Reuters
950,0.8140000000000001,Tesco PLC,Tesco shares jump 6% after Christmas sales beat expectations
951,0.177,Aggreko,"CompaniesNew Aggreko CEO to reshape business, strip costs"
952,-0.446,Verizon,Verizon and AT&T accused of hurting rivals
953,-0.298,Royal Bank of Scotland Group plc,Exclusive - Britain targets sale of half its RBS stake in two years: sources
954,0.048,Schroders,U.S. Debt Lures Schroders as ECB Depresses Rates
955,0.31,Motiva,"Saudi Aramco, Shell plan to break up Motiva, divide up assets"
956,-0.078,Starwood,InterContinental Hotels Denies Reports of Starwood Merger Talks
957,-0.51,Standard Chartered PLC,Standard Chartered faces fresh claims of Iran sanctions violations
958,0.149,Baxalta,Shire in talks with Baxalta shareholders
959,0.056,SSE,"SSE to Shut Coal-Fired Plant Amid Shift to Gas, Renewable Energy"
960,-0.272,EasyJet,Sharm el Sheikh: EasyJet axes all flights to Egypt's leading holiday resort
961,-0.116,Statoil,"UPDATE 1-Norway's Statoil shakes up top management, replaces CFO"
962,0.42,Tesco PLC,Relief for Lewis as Tesco sees sales grow for first time in a year
963,0.299,Clydesdale Bank,Clydesdale and Yorkshire moves closer to independence
964,-0.584,Dialog,"European stocks hover near 3-week low, Dialog and BHP slump"
965,-0.226,Tesco PLC,Dave Lewis admits long road ahead for Tesco recovery
966,0.453,Tesco PLC,Tesco leads FTSE higher on Clubcard bid reports
967,0.209,ARM Holdings plc,Why I'd Buy ARM Holdings plc And BHP Billiton plc Today
968,-0.594,Admiral Group plc,Admiral Group posts decline in 2014 earnings
969,0.552,Mondi,"Britain's FTSE bounces back, Mondi and Barratt lead"
970,0.328,Mediobanca,UPDATE 3-Barclays sells Italian branches to Mediobanca at a loss
971,-0.114,Morrisons,Morrisons finance chief to fill gap as CEO leaves early
972,0.214,Sophos,Sophos aims to raise $100m in London IPO
973,0.601,ARM Holdings plc,UK chip designer ARM hits a high after iPhone 6 boost
974,0.0,Wolseley,Wolseley share price: Group updates on quarterly performance
975,0.322,Rio Tinto,Rio Tinto announces long-delayed expansion of Mongolia mine
976,0.465,Shire,Shire rises as dry eye treatment sails through trial
977,-0.221,GlaxoSmithKline,Doubts grow over GlaxoSmithKline's $6 bln capital return plan
978,0.377,Aviva plc,Aviva weighs cash handout after beating profit forecast
979,-0.553,Arriva,Shropshire and Mid Wales trains to be hit again in new strike by Arriva drivers
980,0.363,Greene King,Greene King's third quarter sales boosted by festive season
981,0.357,WPP,Big account wins keep ad group WPP at front of pack
982,0.162,Worldpay,Worldpay readies for Â£6bn London float
983,0.116,BPM,"CEOs of BPM, UBI meet Italy econ minister as M&A talk heats up"
984,0.1,Centrica PLC,"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?"
985,0.299,Dyson,Dyson Wants to Create a Hair Dryer Revolution
986,0.37,BG Group,Royal Dutch Shell to Buy BG Group for Nearly $70 Billion
987,0.318,CNPC,"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources"
988,0.62,Dyax,CORRECTED-Shire to buy Dyax for about $5.9 bln
989,-0.667,BP,BP set to cut hundreds of jobs at North Sea operations
990,-0.149,BP,BP's head of exploration Richard Herbert departs
991,-0.739,Nomura,"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge"
992,0.252,Legal & General Group Plc,BRIEF-Legal & General's retirement business books 4 billion stg H1 sales
993,-0.052000000000000005,Royal Mail,CompaniesRoyal Mail swerves new pricing regulations
994,0.075,JC Penney,JC Penney Cuts Pension Plan Obligation
995,-0.275,Domino's Pizza Group plc,Domino's Pizza worker sacked after crude slur aimed at customer on order screen
996,-0.11900000000000001,MillerCoors,"UPDATE 2-AB InBev launches SAB bid, to sell MillerCoors stake"
997,0.362,Morrisons,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls
998,-0.271,Deutsche Boerse,France raises concerns over proposed LSE-Deutsche Boerse deal
999,-0.734,Genel,Genel Shares Plunge After Tony Hayward's Oil Explorer Cuts Crude Reserves at Core Field
1000,0.08600000000000001,Deutsche Boerse,LSE-Deutsche Boerse merger would signal end to exchange mega-deals
1001,-0.317,Sports Direct,Sports Direct boss Mike Ashley summoned to Westminster for questioning over the treatment of workers
1002,-0.255,Diageo,Diageo receives reports from United Spirits on financial irregularities involving ...
1003,0.588,BP,Industry NewsWood Group wins multi-million dollar contract with BP
1004,0.164,Centrica PLC,"Centrica extends gas deals with Gazprom, Statoil"
1005,0.379,MediaCityUK,Legal & General arm buys 50 pct stake in MediaCityUK in Manchester
1006,0.385,Home Retail Group,Sainsbury's pressed to raise bid for Home Retail Group
1007,-0.548,ExxonMobil,"Buffett's Berkshire builds Deere stake, dumps Exxon"
1008,0.367,Aldi,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ..."
1009,-0.605,Glencore,Analysis - Copper market may get a 2003-style supply shock from Glencore closures
1010,-0.367,Tesco PLC,Tesco share price: Korean currency slide may hit Homeplus sale plans
1011,-0.393,AstraZeneca,AstraZeneca cancer drug may not be so fast getting to market
1012,-0.498,Tullow Oil,Tullow Oil Suspends Dividend Amid Oil Price Fall
1013,-0.637,Barclays,UPDATE 3-Barclays sells Italian branches to Mediobanca at a loss
1014,0.41500000000000004,Lemann,Diageo Shares Surge on Report of Possible Takeover by Lemann
1015,0.189,Aviva plc,"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger"
1016,0.387,Friends Life,Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover
1017,-0.41100000000000003,Centrica PLC,Centrica suffers protest from shareholders over pay
1018,0.329,Google,Google Fiber to buy Webpass for big city Internet service
1019,0.181,Prudential,Is It Worth Investing In Tesco PLC And Prudential plc Now?
1020,0.492,Home Retail Group,2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc
1021,0.0,Halfords,Halfords appoints Jonny Mason as new CFO
1022,0.21,Precision Castparts Corp.,UPDATE 5-Buffett pays high price for Precision Castparts
1023,-0.6980000000000001,Experian,Experian says receives class actions related to T-Mobile breach
1024,0.601,Aviva plc,Market Report: Aviva tops the market as traders approve of its choice of Friends
1025,0.596,Aer Lingus,IAG closes in on Aer Lingus with increased offer
